CustomerID,JoinDate,LastPurchaseDate,Frequency,Monetary,Recency,IsChurned
1189,2020-10-25,2022-03-14,10,15575,1226,1
1190,2022-10-29,2024-02-26,8,21065,512,1
1191,2022-06-10,2024-10-15,2,3737,280,1
1192,2022-02-10,2024-08-22,10,11975,334,0
1193,2020-03-17,2024-01-30,5,5257,539,1
1194,2020-07-17,2023-06-06,8,25175,777,1
1195,2022-07-15,2023-09-04,5,10493,687,1
1196,2022-11-10,2023-11-22,6,9346,608,1
1197,2022-11-11,2023-06-18,6,10945,765,1
1198,2022-02-10,2023-07-29,5,13027,724,1
1199,2021-08-09,2025-01-04,6,10679,199,0
1200,2022-01-09,2026-04-19,7,6390,-271,0
1201,2020-11-29,2024-10-21,8,17955,274,0
1202,2019-04-23,2023-04-24,6,17437,820,1
1203,2019-01-02,2021-05-04,6,17136,1540,1
1204,2020-10-03,2023-05-19,6,9483,795,1
1205,2019-08-08,2022-03-28,7,20663,1212,1
1206,2021-05-04,2024-07-17,6,12958,370,1
1207,2022-06-02,2022-11-12,9,26377,983,1
1208,2020-01-20,2020-04-16,5,12151,1923,1
1209,2022-11-27,2027-04-24,8,6870,-641,0
1210,2022-02-27,2024-02-11,10,33100,527,1
1211,2021-12-12,2023-11-13,11,22427,617,1
1212,2020-12-30,2021-07-20,6,14595,1463,1
1213,2022-12-10,2025-04-02,11,10911,111,0
1214,2019-09-04,2022-12-19,4,9515,946,1
1215,2021-04-15,2021-08-02,7,19790,1450,1
1216,2019-07-22,2022-01-22,11,37966,1277,1
1217,2022-04-22,2025-10-09,6,18301,-79,0
1218,2019-05-03,2019-12-21,7,16909,2040,1
1219,2020-02-05,2022-04-08,9,7575,1201,1
1220,2021-02-05,2024-08-10,8,16793,346,0
1221,2019-10-21,2024-07-15,3,4666,372,1
1222,2019-10-07,2023-04-09,12,26114,835,1
1223,2021-06-02,2026-02-08,8,8702,-201,0
1224,2019-07-17,2023-11-18,6,11054,612,1
1225,2021-09-08,2025-10-11,7,11284,-81,0
1226,2021-01-21,2025-01-15,7,11122,188,0
1227,2019-05-24,2019-08-08,3,4788,2175,1
1228,2020-08-31,2024-03-09,6,11388,500,1
1229,2022-05-09,2026-01-26,8,17717,-188,0
1230,2022-02-21,2026-06-19,7,882,-332,0
1231,2019-07-06,2022-10-14,8,1741,1012,1
1232,2022-09-11,2026-09-18,10,17459,-423,0
1233,2020-04-08,2024-07-22,7,12961,365,0
1234,2022-10-04,2026-08-30,9,19276,-404,0
1235,2020-10-21,2025-03-28,4,5816,116,0
1236,2021-02-02,2024-09-06,7,14049,319,0
1237,2021-08-12,2023-06-28,3,6284,755,1
1238,2020-02-07,2021-06-21,2,2898,1492,1
1239,2022-10-01,2025-06-27,3,8280,25,0
1240,2019-05-27,2022-04-26,7,14929,1183,1
1241,2022-03-17,2025-12-29,9,21691,-160,0
1242,2021-05-13,2023-06-17,8,16413,766,1
1243,2020-05-03,2022-07-25,4,14311,1093,1
1244,2021-07-17,2024-04-09,4,9789,469,1
1245,2020-07-04,2021-07-26,7,11438,1457,1
1246,2019-12-04,2022-08-31,4,10462,1056,1
1247,2021-05-21,2025-05-21,7,5402,62,0
1248,2020-10-02,2022-08-30,8,16717,1057,1
1249,2020-04-17,2021-05-24,3,6718,1520,1
1250,2019-05-31,2022-04-26,5,10491,1183,1
1251,2022-12-09,2026-02-26,9,15746,-219,0
1252,2022-08-14,2026-06-15,10,12407,-328,0
1253,2019-09-20,2021-08-25,8,11263,1427,1
1254,2019-05-24,2019-09-20,5,10382,2132,1
1255,2019-12-12,2024-08-08,6,6989,348,0
1256,2020-09-15,2022-09-12,8,26621,1044,1
1257,2021-10-13,2025-07-13,6,500,9,0
1258,2021-05-30,2024-10-12,3,5272,283,0
1259,2019-01-02,2020-07-24,4,8331,1824,1
1260,2021-06-15,2023-07-16,11,26186,737,1
1261,2022-08-20,2025-02-03,8,10504,169,0
1262,2019-09-11,2019-11-20,5,14253,2071,1
1263,2020-03-28,2022-05-06,7,6682,1173,1
1264,2021-11-26,2026-09-18,10,15754,-423,0
1265,2022-03-29,2023-09-11,5,12327,680,1
1266,2021-10-11,2024-06-25,10,27801,392,1
1267,2019-01-09,2022-04-21,10,9469,1188,1
1268,2022-06-10,2025-11-15,11,43821,-116,0
1269,2022-01-27,2024-09-11,9,11941,314,0
1270,2021-03-26,2026-02-05,6,6095,-198,0
1271,2019-07-27,2020-11-28,7,16639,1697,1
1272,2022-02-28,2024-03-30,5,8693,479,1
1273,2020-02-08,2022-03-30,5,8139,1210,1
1274,2019-06-01,2022-01-10,11,26914,1289,1
1275,2019-02-23,2021-09-18,5,4272,1403,1
1276,2022-02-17,2026-07-17,5,3616,-360,0
1277,2020-09-19,2025-02-05,8,12415,167,0
1278,2020-08-09,2024-03-07,4,11233,502,1
1279,2022-12-14,2024-02-06,9,14260,532,1
1280,2022-12-16,2027-06-20,9,28794,-698,0
1281,2019-04-14,2021-10-12,8,23206,1379,1
1282,2019-09-11,2020-06-22,6,13273,1856,1
1283,2022-06-04,2024-06-11,5,11273,406,1
1284,2022-02-09,2023-06-03,1,2211,780,1
1285,2020-05-24,2020-07-02,5,10598,1846,1
1286,2019-04-09,2021-08-09,3,5175,1443,1
1287,2019-06-02,2021-09-06,5,9061,1415,1
1288,2021-07-02,2025-01-17,9,10777,186,0
1289,2021-05-27,2024-12-21,6,2054,213,0
1290,2019-12-04,2022-05-28,9,25452,1151,1
1291,2021-04-01,2024-02-23,7,14825,515,1
1292,2022-04-01,2025-06-16,5,10023,36,0
1293,2021-08-14,2024-06-24,10,22988,393,1
1294,2019-06-10,2020-07-17,7,9650,1831,1
1295,2021-03-11,2024-04-02,7,8744,476,1
1296,2020-02-02,2020-07-26,5,8936,1822,1
1297,2022-07-24,2023-04-03,3,9078,841,1
1298,2021-03-26,2024-10-08,7,7864,287,0
1299,2022-11-16,2023-06-10,10,500,773,1
1300,2022-03-04,2024-08-02,4,6435,354,0
1301,2022-05-03,2025-12-28,3,8571,-159,0
1302,2020-02-05,2020-05-07,5,3502,1902,1
1303,2020-10-01,2024-03-24,8,8918,485,1
1304,2021-11-22,2024-03-27,5,10988,482,1
1305,2020-11-18,2023-02-20,5,19637,883,1
1306,2020-04-04,2022-03-23,9,8832,1217,1
1307,2021-08-12,2025-10-04,6,5713,-74,0
1308,2020-04-14,2024-11-02,9,20286,262,0
1309,2022-10-30,2023-03-13,5,14517,862,1
1310,2021-11-11,2025-01-06,7,10723,197,0
1311,2021-01-19,2022-07-13,7,5487,1105,1
1312,2019-02-07,2020-03-27,4,9301,1943,1
1313,2019-08-18,2020-10-25,8,19689,1731,1
1314,2022-10-20,2025-02-18,9,30005,154,0
1315,2020-07-16,2022-01-14,12,29912,1285,1
1316,2020-03-13,2021-07-31,9,23589,1452,1
1317,2022-07-30,2024-08-06,4,7213,350,0
1318,2019-01-27,2023-09-21,7,26817,670,1
1319,2019-08-14,2021-10-22,4,6805,1369,1
1320,2022-07-24,2026-08-22,7,10787,-396,0
1321,2021-03-08,2024-02-17,10,33571,521,1
1322,2019-10-11,2022-08-02,6,5365,1085,1
1323,2021-05-28,2025-11-01,3,1843,-102,0
1324,2021-08-17,2023-07-24,9,18807,729,1
1325,2020-03-28,2022-04-10,10,19986,1199,1
1326,2021-10-16,2025-12-05,6,10974,-136,0
1327,2021-03-26,2021-07-16,8,21963,1467,1
1328,2020-10-20,2024-01-31,8,10550,538,1
1329,2020-06-30,2023-08-12,3,6144,710,1
1330,2022-04-30,2025-06-04,6,10379,48,0
1331,2021-12-08,2023-04-08,3,3994,836,1
1332,2019-01-17,2019-02-16,10,19536,2348,1
1333,2022-04-10,2022-06-29,11,29033,1119,1
1334,2022-05-28,2024-05-11,7,25132,437,1
1335,2019-06-07,2021-06-22,7,17041,1491,1
1336,2020-04-21,2024-05-29,14,1636,419,1
1337,2021-12-05,2023-03-28,11,21685,847,1
1338,2022-10-28,2025-04-25,6,12224,88,0
1339,2020-06-01,2021-10-31,9,24319,1360,1
1340,2019-04-09,2019-06-11,8,17108,2233,1
1341,2021-11-26,2025-09-27,8,23518,-67,0
1342,2019-10-07,2020-02-08,6,13762,1991,1
1343,2022-10-04,2025-11-02,5,15845,-103,0
1344,2020-05-11,2024-10-01,7,11696,294,0
1345,2019-10-29,2020-04-29,5,10541,1910,1
1346,2019-06-30,2020-04-04,8,20959,1935,1
1347,2020-08-29,2022-08-02,5,7854,1085,1
1348,2022-01-27,2023-05-09,7,9852,805,1
1349,2020-11-30,2021-04-26,6,9167,1548,1
1350,2021-09-19,2023-11-28,6,8628,602,1
1351,2022-02-13,2025-11-03,4,9567,-104,0
1352,2019-07-10,2020-05-02,5,3119,1907,1
1353,2019-09-10,2022-09-21,11,9163,1035,1
1354,2021-09-07,2022-05-30,9,30573,1149,1
1355,2021-07-16,2022-09-07,3,4368,1049,1
1356,2022-03-30,2025-01-12,8,17200,191,0
1357,2022-07-03,2027-05-25,3,2649,-672,0
1358,2022-09-08,2024-11-08,7,14494,256,0
1359,2019-05-08,2020-07-11,7,10225,1837,1
1360,2019-01-18,2020-11-01,4,3310,1724,1
1361,2020-07-19,2022-09-23,4,12010,1033,1
1362,2020-07-23,2024-04-09,12,34643,469,1
1363,2022-09-08,2025-04-13,8,15355,100,0
1364,2020-11-16,2024-04-29,9,24746,449,1
1365,2020-09-17,2024-03-22,8,27419,487,1
1366,2022-08-04,2025-01-02,4,10262,201,0
1367,2021-05-03,2022-12-31,5,11798,934,1
1368,2021-08-19,2021-12-01,5,10746,1329,1
1369,2019-06-04,2020-09-10,7,17409,1776,1
1370,2020-05-04,2020-09-13,6,10362,1773,1
1371,2022-11-10,2026-11-24,12,21510,-490,0
1372,2021-02-23,2025-12-16,11,25719,-147,0
1373,2022-02-01,2024-04-04,6,9867,474,1
1374,2022-11-17,2024-12-23,2,3451,211,1
1375,2019-09-03,2021-12-16,6,12000,1314,1
1376,2022-04-14,2026-01-02,5,14314,-164,0
1377,2021-11-28,2022-04-04,5,5752,1205,1
1378,2021-01-28,2023-05-05,8,20555,809,1
1379,2020-06-21,2024-04-09,10,25938,469,1
1380,2021-07-09,2023-12-14,5,12946,586,1
1381,2020-02-12,2021-05-21,7,9764,1523,1
1382,2020-06-08,2021-09-27,7,5113,1394,1
1383,2021-04-07,2024-12-28,6,14518,206,0
1384,2021-06-21,2022-03-26,9,19265,1214,1
1385,2019-02-05,2019-08-19,7,19272,2164,1
1386,2020-11-15,2025-01-27,5,7372,176,0
1387,2019-01-20,2021-10-29,8,20560,1362,1
1388,2019-11-17,2023-09-05,6,16744,686,1
1389,2020-05-26,2023-04-10,3,5785,834,1
1390,2020-02-04,2021-08-28,3,6938,1424,1
1391,2020-10-15,2022-12-12,11,25151,953,1
1392,2021-08-29,2024-10-31,11,15222,264,0
1393,2020-04-15,2024-09-17,8,19186,308,0
1394,2022-03-12,2022-06-30,7,22518,1118,1
1395,2022-01-20,2022-07-01,7,14116,1117,1
1396,2022-10-09,2025-01-12,7,6330,191,0
1397,2021-04-13,2023-10-29,9,13361,632,1
1398,2020-12-27,2021-06-12,5,3327,1501,1
1399,2021-05-03,2021-12-02,4,11870,1328,1
1400,2019-02-20,2023-02-13,7,18011,890,1
1401,2020-07-28,2024-05-11,8,12991,437,1
1402,2022-04-28,2024-07-20,8,7491,367,1
1403,2022-02-22,2026-06-02,3,4125,-315,0
1404,2019-05-30,2022-03-08,7,10649,1232,1
1405,2019-11-10,2020-02-16,9,18738,1983,1
1406,2020-07-23,2022-02-18,12,24681,1250,1
1407,2022-09-27,2022-12-18,9,27054,947,1
1408,2019-11-01,2023-12-13,10,14804,587,1
1409,2020-11-12,2021-07-04,6,5213,1479,1
1410,2021-04-17,2021-09-19,5,5661,1402,1
1411,2021-12-13,2022-02-23,11,21810,1245,1
1412,2021-09-29,2022-02-16,6,8720,1252,1
1413,2020-03-19,2022-05-18,3,5342,1161,1
1414,2020-09-04,2025-05-17,10,16594,66,0
1415,2021-09-19,2025-02-06,9,24684,166,0
1416,2019-09-21,2022-02-14,7,10918,1254,1
1417,2021-12-12,2022-04-15,4,6867,1194,1
1418,2021-09-30,2025-08-27,4,10151,-36,0
1419,2019-01-05,2023-04-27,9,14186,817,1
1420,2022-01-31,2024-08-17,5,11587,339,0
1421,2022-05-04,2023-05-28,4,8994,786,1
1422,2021-02-12,2023-08-30,5,10531,692,1
1423,2021-05-26,2026-03-10,7,8044,-231,0
1424,2021-09-18,2022-07-25,6,17533,1093,1
1425,2021-06-02,2024-11-01,8,29324,263,0
1426,2022-10-05,2026-03-06,11,22072,-227,0
1427,2019-02-16,2021-01-12,9,10937,1652,1
1428,2021-05-16,2021-09-15,8,16174,1406,1
1429,2021-04-02,2023-03-04,6,16454,871,1
1430,2021-07-24,2021-10-22,6,9231,1369,1
1431,2020-10-17,2022-08-11,7,13323,1076,1
1432,2019-09-26,2022-10-04,7,15788,1022,1
1433,2020-01-05,2023-12-31,4,11609,569,1
1434,2020-09-27,2023-08-21,8,20652,701,1
1435,2022-02-03,2026-04-02,5,13063,-254,0
1436,2020-10-18,2022-07-13,8,13442,1105,1
1437,2019-04-30,2021-04-10,7,16110,1564,1
1438,2021-04-10,2022-10-25,8,11668,1001,1
1439,2021-12-17,2025-12-14,5,13170,-145,0
1440,2022-10-01,2025-02-14,4,11453,158,0
1441,2021-01-10,2025-04-25,5,12075,88,0
1442,2019-04-27,2021-03-01,7,12071,1604,1
1443,2021-03-01,2021-11-18,6,11083,1342,1
1444,2022-02-24,2023-08-31,6,20129,691,1
1445,2022-11-17,2023-11-27,13,22580,603,1
1446,2021-10-09,2024-10-12,7,19512,283,0
1447,2021-12-17,2023-07-15,5,11270,738,1
1448,2020-09-25,2023-10-31,7,12245,630,1
1449,2020-05-27,2025-04-14,7,6940,99,0
1450,2021-03-12,2024-04-11,10,21587,467,1
1451,2022-01-24,2024-04-26,10,20683,452,1
1452,2022-02-15,2022-11-20,6,20129,975,1
1453,2020-07-13,2020-09-27,8,10838,1759,1
1454,2020-05-02,2023-07-20,11,40931,733,1
1455,2022-06-14,2023-02-12,3,6852,891,1
1456,2021-06-15,2022-03-10,6,13700,1230,1
1457,2022-07-19,2025-08-01,6,9331,-10,0
1458,2022-04-27,2023-05-11,6,13416,803,1
1459,2020-12-04,2021-04-19,8,18838,1555,1
1460,2020-08-03,2022-12-11,5,13514,954,1
1461,2021-02-28,2021-05-16,8,10130,1528,1
1462,2021-05-10,2025-10-22,5,15275,-92,0
1463,2019-09-04,2020-09-04,9,20439,1782,1
1464,2022-01-04,2024-12-18,6,14737,216,0
1465,2019-06-03,2021-09-13,8,14674,1408,1
1466,2022-12-29,2026-07-31,6,7823,-374,0
1467,2021-09-23,2021-10-30,9,18490,1361,1
1468,2022-01-14,2023-10-30,6,12842,631,1
1469,2020-11-27,2024-06-25,4,3843,392,1
1470,2022-08-01,2027-05-12,9,23354,-659,0
1471,2022-05-28,2024-06-14,13,35716,403,1
1472,2021-12-28,2022-11-25,11,15980,970,1
1473,2021-12-06,2023-10-05,4,4932,656,1
1474,2021-10-05,2021-12-29,4,7091,1301,1
1475,2019-04-04,2021-04-28,10,20179,1546,1
1476,2021-08-15,2023-02-21,8,14414,882,1
1477,2021-10-08,2023-02-23,5,9771,880,1
1478,2020-03-28,2020-05-24,6,12996,1885,1
1479,2022-05-12,2022-08-27,4,3895,1060,1
1480,2021-06-30,2024-12-20,5,5300,214,0
1481,2019-08-06,2023-07-15,6,500,738,1
1482,2020-04-18,2021-05-17,5,13534,1527,1
1483,2020-03-07,2022-01-31,5,10057,1268,1
1484,2019-12-07,2021-06-14,9,25072,1499,1
1485,2020-07-04,2022-07-02,8,9173,1116,1
1486,2022-08-05,2026-05-01,5,10091,-283,0
1487,2022-07-01,2024-12-29,6,12966,205,0
1488,2019-12-23,2022-11-17,7,11050,978,1
1489,2019-01-23,2021-12-14,5,4174,1316,1
1490,2020-06-05,2025-01-06,4,13237,197,0
1491,2022-01-28,2024-09-02,8,24395,323,0
1492,2021-03-12,2023-04-30,10,17135,814,1
1493,2022-04-18,2023-05-15,10,23826,799,1
1494,2022-05-31,2026-09-08,8,13091,-413,0
1495,2021-01-31,2024-09-19,8,10027,306,0
1496,2020-03-17,2024-06-23,8,26963,394,1
1497,2021-02-07,2023-05-23,10,7584,791,1
1498,2021-10-12,2023-11-19,7,12501,611,1
1499,2022-09-10,2025-08-13,4,8252,-22,0
1500,2020-05-30,2023-10-27,8,25907,634,1
